City,Category,Jaccard,b1_stars,b2_stars,b1_rev,b2_rev
Philadelphia,Restaurants,0.02313624678663239,4.0,4.5,263,135
Philadelphia,Restaurants,0.020588235294117647,4.0,4.0,263,84
Philadelphia,Restaurants,0.0057306590257879654,4.0,3.5,263,1141
Philadelphia,Restaurants,0.009205983889528193,4.0,4.0,263,614
Philadelphia,Restaurants,0.004784688995215311,4.0,3.5,263,787
Philadelphia,Restaurants,0.011461318051575931,4.0,3.5,263,443
Philadelphia,Restaurants,0.020786933927245732,4.0,3.5,263,1112
Philadelphia,Restaurants,0.007551240560949299,4.5,4.0,205,729
Philadelphia,Restaurants,0.006082725060827251,4.5,4.0,205,622
Philadelphia,Restaurants,0.009302325581395349,4.5,3.5,205,446
Philadelphia,Restaurants,0.013157894736842105,4.5,3.5,205,180
Philadelphia,Restaurants,0.00846262341325811,4.5,4.5,205,510
Philadelphia,Restaurants,0.008875739644970414,4.5,4.0,205,818
Philadelphia,Restaurants,0.02021563342318059,4.5,4.0,205,552
Philadelphia,Restaurants,0.008365019011406844,4.5,4.5,205,1121
Philadelphia,Restaurants,0.00857843137254902,4.5,4.0,205,618
Philadelphia,Restaurants,0.011235955056179775,4.5,4.5,205,245
Philadelphia,Restaurants,0.0102880658436214,4.5,4.0,205,286
Philadelphia,Restaurants,0.008239700374531835,4.5,3.5,205,1141
Philadelphia,Restaurants,0.00857843137254902,4.5,3.5,205,618
Philadelphia,Restaurants,0.006085192697768763,4.5,3.5,205,787
Philadelphia,Restaurants,0.0076511094108645756,4.5,3.5,205,1112
Philadelphia,Restaurants,0.012135922330097087,4.0,3.5,495,339
Philadelphia,Restaurants,0.0056179775280898875,4.0,4.5,495,579
Philadelphia,Restaurants,0.019120458891013385,4.0,3.5,495,38
Philadelphia,Restaurants,0.009900990099009901,4.0,4.0,495,729
Philadelphia,Restaurants,0.008403361344537815,4.0,3.0,495,225
Philadelphia,Restaurants,0.01085972850678733,4.0,4.0,495,622
Philadelphia,Restaurants,0.007255139056831923,4.0,4.0,495,338
Philadelphia,Restaurants,0.006527415143603133,4.0,2.5,495,276
Philadelphia,Restaurants,0.01592920353982301,4.0,4.0,495,79
Philadelphia,Restaurants,0.009602194787379973,4.0,4.5,495,241
Philadelphia,Restaurants,0.023178807947019868,4.0,4.0,495,123
Philadelphia,Restaurants,0.00802407221664995,4.0,4.5,495,510
Philadelphia,Restaurants,0.00851063829787234,4.0,3.5,495,453
Philadelphia,Restaurants,0.010344827586206896,4.0,5.0,495,91
Philadelphia,Restaurants,0.008448540706605223,4.0,4.0,495,818
Philadelphia,Restaurants,0.03048780487804878,4.0,4.0,495,181
Philadelphia,Restaurants,0.014534883720930232,4.0,4.0,495,552
Philadelphia,Restaurants,0.02219626168224299,4.0,4.5,495,380
Philadelphia,Restaurants,0.01048951048951049,4.0,4.5,495,372
Philadelphia,Restaurants,0.013166144200626959,4.0,4.5,495,1121
Philadelphia,Restaurants,0.008633093525179856,4.0,4.5,495,206
Philadelphia,Restaurants,0.01293103448275862,4.0,4.0,495,210
Philadelphia,Restaurants,0.009981851179673321,4.0,4.0,495,618
Philadelphia,Restaurants,0.00904392764857881,4.0,4.0,495,286
Philadelphia,Restaurants,0.009320905459387484,4.0,4.0,495,263
Philadelphia,Restaurants,0.009674582233948988,4.0,3.5,495,653
Philadelphia,Restaurants,0.008141112618724558,4.0,4.5,495,248
Philadelphia,Restaurants,0.008880994671403197,4.0,4.0,495,73
Philadelphia,Restaurants,0.009380863039399626,4.0,3.5,495,43
Philadelphia,Restaurants,0.011750154607297465,4.0,3.5,495,1141
Philadelphia,Restaurants,0.008187134502923977,4.0,3.5,495,367
Philadelphia,Restaurants,0.006657789613848202,4.0,4.0,495,261
Philadelphia,Restaurants,0.007239819004524887,4.0,3.5,495,618
Philadelphia,Restaurants,0.008602150537634409,4.0,3.5,495,443
Philadelphia,Restaurants,0.008264462809917356,4.0,4.0,495,115
Philadelphia,Restaurants,0.007523510971786834,4.0,3.5,495,1112
Philadelphia,Restaurants,0.015406162464985995,3.5,4.5,146,579
Philadelphia,Restaurants,0.020114942528735632,3.5,3.5,146,209
Philadelphia,Restaurants,0.005747126436781609,3.5,4.0,146,729
Philadelphia,Restaurants,0.010438413361169102,3.5,4.0,146,338
Philadelphia,Restaurants,0.022727272727272728,3.5,3.0,146,124
Philadelphia,Restaurants,0.011990407673860911,3.5,2.5,146,276
Philadelphia,Restaurants,0.01557632398753894,3.5,3.5,146,180
Philadelphia,Restaurants,0.011160714285714286,3.5,3.5,146,307
Philadelphia,Restaurants,0.011824324324324325,3.5,3.5,146,453
Philadelphia,Restaurants,0.009247027741083224,3.5,4.0,146,618
Philadelphia,Restaurants,0.006297229219143577,3.5,3.5,146,653
Philadelphia,Restaurants,0.008620689655172414,3.5,3.5,146,1141
Philadelphia,Restaurants,0.007957559681697613,3.5,4.0,146,614
Philadelphia,Restaurants,0.00755939524838013,3.5,3.5,146,787
Philadelphia,Restaurants,0.01903114186851211,3.5,3.5,146,443
Philadelphia,Restaurants,0.008821170809943865,3.5,3.5,146,1112
Philadelphia,Restaurants,0.016611295681063124,2.5,4.0,45,261
Philadelphia,Restaurants,0.011086474501108648,3.5,2.5,339,117
Philadelphia,Restaurants,0.00980392156862745,3.5,4.0,339,176
Philadelphia,Restaurants,0.021134593993325918,3.5,4.5,339,579
Philadelphia,Restaurants,0.016697588126159554,3.5,3.5,339,209
Philadelphia,Restaurants,0.016175071360608945,3.5,4.0,339,729
Philadelphia,Restaurants,0.03296703296703297,3.5,3.0,339,225
Philadelphia,Restaurants,0.022340425531914895,3.5,4.0,339,622
Philadelphia,Restaurants,0.01804511278195489,3.5,4.0,339,338
Philadelphia,Restaurants,0.022608695652173914,3.5,4.0,339,249
Philadelphia,Restaurants,0.014211886304909561,3.5,3.5,339,446
Philadelphia,Restaurants,0.01990049751243781,3.5,2.5,339,276
Philadelphia,Restaurants,0.009727626459143969,3.5,3.5,339,180
Philadelphia,Restaurants,0.01160092807424594,3.5,3.5,339,97
Philadelphia,Restaurants,0.01355421686746988,3.5,3.0,339,334
Philadelphia,Restaurants,0.013452914798206279,3.5,3.5,339,113
Philadelphia,Restaurants,0.020432692307692308,3.5,4.5,339,510
Philadelphia,Restaurants,0.022151898734177215,3.5,3.5,339,307
Philadelphia,Restaurants,0.025906735751295335,3.5,3.5,339,453
Philadelphia,Restaurants,0.011764705882352941,3.5,5.0,339,91
Philadelphia,Restaurants,0.020671834625323,3.5,3.5,339,56
Philadelphia,Restaurants,0.010245901639344262,3.5,4.0,339,154
Philadelphia,Restaurants,0.016695957820738138,3.5,4.0,339,818
Philadelphia,Restaurants,0.012403100775193798,3.5,4.0,339,314
Philadelphia,Restaurants,0.007918552036199095,3.5,4.0,339,552
Philadelphia,Restaurants,0.0070028011204481795,3.5,4.5,339,380
Philadelphia,Restaurants,0.015714285714285715,3.5,4.5,339,372
Philadelphia,Restaurants,0.01178101178101178,3.5,4.5,339,1121
Philadelphia,Restaurants,0.016666666666666666,3.5,4.0,339,210
Philadelphia,Restaurants,0.010752688172043012,3.5,3.0,339,131
Philadelphia,Restaurants,0.02462526766595289,3.5,4.0,339,618
Philadelphia,Restaurants,0.012965964343598054,3.5,4.0,339,286
Philadelphia,Restaurants,0.008375209380234505,3.5,4.0,339,263
Philadelphia,Restaurants,0.0205761316872428,3.5,3.5,339,653
Philadelphia,Restaurants,0.015570934256055362,3.5,4.5,339,248
Philadelphia,Restaurants,0.012285012285012284,3.5,4.0,339,73
Philadelphia,Restaurants,0.016706443914081145,3.5,3.5,339,87
Philadelphia,Restaurants,0.014492753623188406,3.5,3.0,339,221
Philadelphia,Restaurants,0.02849200833912439,3.5,3.5,339,1141
Philadelphia,Restaurants,0.011461318051575931,3.5,3.5,339,367
Philadelphia,Restaurants,0.01098901098901099,3.5,4.5,339,213
Philadelphia,Restaurants,0.015228426395939087,3.5,4.0,339,261
Philadelphia,Restaurants,0.020342612419700215,3.5,4.0,339,614
Philadelphia,Restaurants,0.006309148264984227,3.5,3.5,339,618
Philadelphia,Restaurants,0.012589928057553957,3.5,3.5,339,787
Philadelphia,Restaurants,0.018229166666666668,3.5,3.5,339,443
Philadelphia,Restaurants,0.020224719101123594,3.5,4.0,339,115
Philadelphia,Restaurants,0.01256106071179344,3.5,3.5,339,1112
Philadelphia,Restaurants,0.02283653846153846,4.0,4.0,122,729
Philadelphia,Restaurants,0.0502092050209205,4.0,3.5,122,129
Philadelphia,Restaurants,0.011131725417439703,4.0,4.5,122,423
Philadelphia,Restaurants,0.027472527472527472,4.0,4.5,122,65
Philadelphia,Restaurants,0.0102880658436214,4.5,3.5,48,443
Philadelphia,Restaurants,0.011111111111111112,2.5,4.0,117,338
Philadelphia,Restaurants,0.01288659793814433,2.5,2.5,117,276
Philadelphia,Restaurants,0.020618556701030927,2.5,3.5,117,180
Philadelphia,Restaurants,0.008038585209003215,2.5,4.5,117,510
Philadelphia,Restaurants,0.017857142857142856,2.5,3.5,117,453
Philadelphia,Restaurants,0.009719222462203024,2.5,4.0,117,818
Philadelphia,Restaurants,0.00823045267489712,2.5,4.0,117,618
Philadelphia,Restaurants,0.005595523581135092,2.5,3.5,117,1141
Philadelphia,Restaurants,0.0111731843575419,4.0,4.0,176,729
Philadelphia,Restaurants,0.006305170239596469,4.0,4.0,176,622
Philadelphia,Restaurants,0.020833333333333332,4.0,4.5,176,510
Philadelphia,Restaurants,0.008113590263691683,4.0,4.0,176,818
Philadelphia,Restaurants,0.01675977653631285,4.0,4.0,176,552
Philadelphia,Restaurants,0.006987577639751553,4.0,4.5,176,1121
Philadelphia,Restaurants,0.018691588785046728,4.0,3.5,176,151
Philadelphia,Restaurants,0.011464968152866241,4.0,4.0,176,618
Philadelphia,Restaurants,0.004576659038901602,4.0,3.5,176,1141
Philadelphia,Restaurants,0.00929368029739777,4.0,3.5,176,367
Philadelphia,Restaurants,0.006269592476489028,4.0,3.5,176,787
Philadelphia,Restaurants,0.008143322475570033,4.0,3.5,176,443
Philadelphia,Restaurants,0.007036747458952306,4.0,3.5,176,1112
Philadelphia,Restaurants,0.0327653997378768,4.5,3.5,579,209
Philadelphia,Restaurants,0.018691588785046728,4.5,4.0,579,729
Philadelphia,Restaurants,0.0075528700906344415,4.5,3.5,579,88
Philadelphia,Restaurants,0.022900763358778626,4.5,3.0,579,225
Philadelphia,Restaurants,0.017796610169491526,4.5,4.0,579,622
Philadelphia,Restaurants,0.015503875968992248,4.5,4.0,579,338
Philadelphia,Restaurants,0.00741839762611276,4.5,3.5,579,100
Philadelphia,Restaurants,0.026022304832713755,4.5,4.0,579,249
Philadelphia,Restaurants,0.015857284440039643,4.5,3.5,579,446
Philadelphia,Restaurants,0.017569546120058566,4.5,3.5,579,116
Philadelphia,Restaurants,0.015439429928741092,4.5,2.5,579,276
Philadelphia,Restaurants,0.022911051212938006,4.5,3.5,579,180
Philadelphia,Restaurants,0.008610086100861008,4.5,4.5,579,241
Philadelphia,Restaurants,0.021148036253776436,4.5,3.5,579,97
Philadelphia,Restaurants,0.008839779005524863,4.5,3.0,579,334
Philadelphia,Restaurants,0.022156573116691284,4.5,3.5,579,113
Philadelphia,Restaurants,0.03418803418803419,4.5,4.5,579,510
Philadelphia,Restaurants,0.023094688221709007,4.5,3.5,579,307
Philadelphia,Restaurants,0.03406813627254509,4.5,3.5,579,453
Philadelphia,Restaurants,0.022315202231520222,4.5,4.0,579,154
Philadelphia,Restaurants,0.03789004457652303,4.5,4.0,579,818
Philadelphia,Restaurants,0.006764374295377677,4.5,4.0,579,314
Philadelphia,Restaurants,0.016172506738544475,4.5,4.0,579,552
Philadelphia,Restaurants,0.02922077922077922,4.5,4.5,579,372
Philadelphia,Restaurants,0.009501187648456057,4.5,4.5,579,1121
Philadelphia,Restaurants,0.010243277848911651,4.5,4.0,579,210
Philadelphia,Restaurants,0.0050150451354062184,4.5,4.5,579,423
Philadelphia,Restaurants,0.01487603305785124,4.5,4.0,579,35
Philadelphia,Restaurants,0.00904977375565611,4.5,3.5,579,90
Philadelphia,Restaurants,0.023076923076923078,4.5,4.0,579,618
Philadelphia,Restaurants,0.02976190476190476,4.5,4.0,579,286
Philadelphia,Restaurants,0.005973715651135006,4.5,4.0,579,263
Philadelphia,Restaurants,0.009433962264150943,4.5,3.5,579,63
Philadelphia,Restaurants,0.014827018121911038,4.5,3.5,579,653
Philadelphia,Restaurants,0.017220172201722016,4.5,4.5,579,248
Philadelphia,Restaurants,0.01276595744680851,4.5,4.5,579,135
Philadelphia,Restaurants,0.0077279752704791345,4.5,4.0,579,73
Philadelphia,Restaurants,0.00816326530612245,4.5,3.5,579,162
Philadelphia,Restaurants,0.012658227848101266,4.5,3.0,579,221
Philadelphia,Restaurants,0.011661807580174927,4.5,2.5,579,115
Philadelphia,Restaurants,0.027479091995221028,4.5,3.5,579,1141
Philadelphia,Restaurants,0.01284796573875803,4.5,3.5,579,367
Philadelphia,Restaurants,0.020656136087484813,4.5,4.0,579,261
Philadelphia,Restaurants,0.022279348757497857,4.5,4.0,579,614
Philadelphia,Restaurants,0.011834319526627219,4.5,3.5,579,618
Philadelphia,Restaurants,0.020164301717699777,4.5,3.5,579,787
Philadelphia,Restaurants,0.028169014084507043,4.5,3.5,579,443
Philadelphia,Restaurants,0.010401188707280832,4.5,4.0,579,101
Philadelphia,Restaurants,0.011661807580174927,4.5,4.0,579,115
Philadelphia,Restaurants,0.02796352583586626,4.5,3.5,579,1112
Philadelphia,Restaurants,0.012958963282937365,3.5,4.0,209,729
Philadelphia,Restaurants,0.021176470588235293,3.5,3.0,209,225
Philadelphia,Restaurants,0.01589242053789731,3.5,4.0,209,622
Philadelphia,Restaurants,0.014842300556586271,3.5,4.0,209,338
Philadelphia,Restaurants,0.01644736842105263,3.5,3.5,209,100
Philadelphia,Restaurants,0.03153153153153153,3.5,4.0,209,249
Philadelphia,Restaurants,0.012364760432766615,3.5,3.5,209,446
Philadelphia,Restaurants,0.012526096033402923,3.5,2.5,209,276
Philadelphia,Restaurants,0.026385224274406333,3.5,3.5,209,180
Philadelphia,Restaurants,0.03728813559322034,3.5,3.5,209,97
Philadelphia,Restaurants,0.0189873417721519,3.5,3.5,209,113
Philadelphia,Restaurants,0.01267605633802817,3.5,4.5,209,510
Philadelphia,Restaurants,0.02178217821782178,3.5,3.5,209,307
Philadelphia,Restaurants,0.013782542113323124,3.5,3.5,209,453
Philadelphia,Restaurants,0.009689922480620155,3.5,3.0,209,312
Philadelphia,Restaurants,0.025423728813559324,3.5,4.0,209,154
Philadelphia,Restaurants,0.021890547263681594,3.5,4.0,209,818
Philadelphia,Restaurants,0.021645021645021644,3.5,3.0,209,27
Philadelphia,Restaurants,0.010624169986719787,3.5,4.0,209,552
Philadelphia,Restaurants,0.015734265734265736,3.5,4.5,209,372
Philadelphia,Restaurants,0.009104704097116844,3.5,4.5,209,1121
Philadelphia,Restaurants,0.020987654320987655,3.5,4.0,209,618
Philadelphia,Restaurants,0.026970954356846474,3.5,4.0,209,286
Philadelphia,Restaurants,0.022556390977443608,3.5,3.5,209,63
Philadelphia,Restaurants,0.010550996483001172,3.5,3.5,209,653
Philadelphia,Restaurants,0.01718213058419244,3.5,3.5,209,87
Philadelphia,Restaurants,0.02040816326530612,3.5,3.5,209,1141
Philadelphia,Restaurants,0.010526315789473684,3.5,3.5,209,367
Philadelphia,Restaurants,0.010752688172043012,3.5,4.0,209,261
Philadelphia,Restaurants,0.012300123001230012,3.5,4.0,209,614
Philadelphia,Restaurants,0.012239902080783354,3.5,3.5,209,618
Philadelphia,Restaurants,0.00911854103343465,3.5,3.5,209,787
Philadelphia,Restaurants,0.0219435736677116,3.5,3.5,209,443
Philadelphia,Restaurants,0.012260536398467433,3.5,3.5,209,1112
Philadelphia,Restaurants,0.009523809523809525,4.0,3.0,729,225
Philadelphia,Restaurants,0.009715994020926755,4.0,4.0,729,622
Philadelphia,Restaurants,0.015223596574690771,4.0,4.0,729,338
Philadelphia,Restaurants,0.007290400972053463,4.0,3.5,729,100
Philadelphia,Restaurants,0.006345177664974619,4.0,4.0,729,64
Philadelphia,Restaurants,0.006009615384615385,4.0,4.0,729,108
Philadelphia,Restaurants,0.008247422680412371,4.0,4.0,729,249
Philadelphia,Restaurants,0.009450171821305841,4.0,3.5,729,446
Philadelphia,Restaurants,0.007151370679380214,4.0,3.5,729,116
Philadelphia,Restaurants,0.0070140280561122245,4.0,2.5,729,276
Philadelphia,Restaurants,0.006644518272425249,4.0,3.5,729,180
Philadelphia,Restaurants,0.009365244536940686,4.0,4.5,729,241
Philadelphia,Restaurants,0.0060901339829476245,4.0,3.5,729,97
Philadelphia,Restaurants,0.011417697431018078,4.0,3.0,729,334
Philadelphia,Restaurants,0.005973715651135006,4.0,3.5,729,113
Philadelphia,Restaurants,0.02059308072487644,4.0,4.5,729,510
Philadelphia,Restaurants,0.005825242718446602,4.0,3.5,729,307
Philadelphia,Restaurants,0.015463917525773196,4.0,3.5,729,453
Philadelphia,Restaurants,0.014619883040935672,4.0,3.0,729,312
Philadelphia,Restaurants,0.007371007371007371,4.0,5.0,729,91
Philadelphia,Restaurants,0.0056947608200455585,4.0,4.0,729,154
Philadelphia,Restaurants,0.03498190591073583,4.0,3.5,729,129
Philadelphia,Restaurants,0.006230529595015576,4.0,4.0,729,240
Philadelphia,Restaurants,0.015758371634931056,4.0,4.0,729,818
Philadelphia,Restaurants,0.007729468599033816,4.0,4.0,729,314
Philadelphia,Restaurants,0.0297427652733119,4.0,4.0,729,552
Philadelphia,Restaurants,0.011948529411764705,4.0,4.5,729,372
Philadelphia,Restaurants,0.02153506350082827,4.0,4.5,729,1121
Philadelphia,Restaurants,0.016304347826086956,4.0,4.5,729,206
Philadelphia,Restaurants,0.0075107296137339056,4.0,4.0,729,210
Philadelphia,Restaurants,0.022182786157941437,4.0,4.5,729,423
Philadelphia,Restaurants,0.012437810945273632,4.0,3.0,729,85
Philadelphia,Restaurants,0.009174311926605505,4.0,3.5,729,151
Philadelphia,Restaurants,0.0079155672823219,4.0,4.0,729,35
Philadelphia,Restaurants,0.017371601208459216,4.0,4.0,729,618
Philadelphia,Restaurants,0.013986013986013986,4.0,4.0,729,286
Philadelphia,Restaurants,0.012454212454212455,4.0,3.5,729,653
Philadelphia,Restaurants,0.012435233160621761,4.0,4.5,729,248
Philadelphia,Restaurants,0.0063371356147021544,4.0,4.5,729,65
Philadelphia,Restaurants,0.007159904534606206,4.0,2.5,729,115
Philadelphia,Restaurants,0.0212998361551065,4.0,3.5,729,1141
Philadelphia,Restaurants,0.010138248847926268,4.0,3.5,729,367
Philadelphia,Restaurants,0.006459948320413436,4.0,2.5,729,50
Philadelphia,Restaurants,0.005399568034557235,4.0,4.5,729,202
Philadelphia,Restaurants,0.006476683937823834,4.0,4.0,729,48
Philadelphia,Restaurants,0.006009615384615385,4.0,4.0,729,108
Philadelphia,Restaurants,0.005336179295624333,4.0,4.5,729,213
Philadelphia,Restaurants,0.012057272042200452,4.0,4.0,729,614
Philadelphia,Restaurants,0.0052238805970149255,4.0,3.5,729,618
Philadelphia,Restaurants,0.012016021361815754,4.0,3.5,729,787
Philadelphia,Restaurants,0.010344827586206896,4.0,3.5,729,443
Philadelphia,Restaurants,0.01825221238938053,4.0,3.5,729,1112
Philadelphia,Restaurants,0.005141388174807198,2.5,3.5,32,1141
Philadelphia,Restaurants,0.007416563658838072,4.5,4.0,193,622
Philadelphia,Restaurants,0.011655011655011656,4.5,4.5,193,241
Philadelphia,Restaurants,0.009578544061302681,4.5,3.0,193,334
Philadelphia,Restaurants,0.010057471264367816,4.5,4.5,193,510
Philadelphia,Restaurants,0.0078003120124804995,4.5,3.5,193,453
Philadelphia,Restaurants,0.007976071784646061,4.5,4.0,193,818
Philadelphia,Restaurants,0.006756756756756757,4.5,4.0,193,552
Philadelphia,Restaurants,0.018604651162790697,4.5,4.5,193,1121
Philadelphia,Restaurants,0.019083969465648856,4.5,4.0,193,74
Philadelphia,Restaurants,0.003762227238525207,4.5,3.5,193,1141
Philadelphia,Restaurants,0.007722007722007722,4.5,3.5,193,1112
Philadelphia,Restaurants,0.005549389567147614,3.5,4.0,88,818
Philadelphia,Restaurants,0.010914051841746248,3.5,3.5,88,653
Philadelphia,Restaurants,0.01749271137026239,3.5,4.0,88,261
Philadelphia,Restaurants,0.010739856801909307,3.0,4.0,225,622
Philadelphia,Restaurants,0.010771992818671455,3.0,4.0,225,338
Philadelphia,Restaurants,0.010660980810234541,3.0,4.0,225,249
Philadelphia,Restaurants,0.0213089802130898,3.0,3.5,225,446
Philadelphia,Restaurants,0.018292682926829267,3.0,2.5,225,276
Philadelphia,Restaurants,0.021929824561403508,3.0,4.5,225,241
Philadelphia,Restaurants,0.02875399361022364,3.0,3.5,225,97
Philadelphia,Restaurants,0.015015015015015015,3.0,3.5,225,113
Philadelphia,Restaurants,0.019417475728155338,3.0,4.5,225,510
Philadelphia,Restaurants,0.02111324376199616,3.0,3.5,225,307
Philadelphia,Restaurants,0.014970059880239521,3.0,3.5,225,453
Philadelphia,Restaurants,0.0160857908847185,3.0,4.0,225,154
Philadelphia,Restaurants,0.01557935735150925,3.0,4.0,225,818
Philadelphia,Restaurants,0.02236842105263158,3.0,4.0,225,552
Philadelphia,Restaurants,0.008445945945945946,3.0,4.5,225,372
Philadelphia,Restaurants,0.008995502248875561,3.0,4.5,225,1121
Philadelphia,Restaurants,0.02005730659025788,3.0,3.0,225,131
Philadelphia,Restaurants,0.019347037484885126,3.0,4.0,225,618
Philadelphia,Restaurants,0.01996007984031936,3.0,4.0,225,286
Philadelphia,Restaurants,0.015028901734104046,3.0,3.5,225,653
Philadelphia,Restaurants,0.02245508982035928,3.0,3.5,225,1141
Philadelphia,Restaurants,0.008517887563884156,3.0,3.5,225,367
Philadelphia,Restaurants,0.011547344110854504,3.0,4.5,225,213
Philadelphia,Restaurants,0.014613778705636743,3.0,4.0,225,261
Philadelphia,Restaurants,0.013285024154589372,3.0,4.0,225,614
Philadelphia,Restaurants,0.008373205741626795,3.0,3.5,225,618
Philadelphia,Restaurants,0.014028056112224449,3.0,3.5,225,787
Philadelphia,Restaurants,0.018292682926829267,3.0,3.5,225,443
Philadelphia,Restaurants,0.010582010582010581,3.0,3.5,225,1112
Philadelphia,Restaurants,0.012658227848101266,4.0,4.0,622,338
Philadelphia,Restaurants,0.010309278350515464,4.0,4.0,622,64
Philadelphia,Restaurants,0.022300469483568074,4.0,4.0,622,249
Philadelphia,Restaurants,0.00945179584120983,4.0,3.5,622,446
Philadelphia,Restaurants,0.007856341189674524,4.0,2.5,622,276
Philadelphia,Restaurants,0.010075566750629723,4.0,3.5,622,180
Philadelphia,Restaurants,0.01410105757931845,4.0,4.5,622,241
Philadelphia,Restaurants,0.008415147265077139,4.0,3.5,622,97
Philadelphia,Restaurants,0.01164021164021164,4.0,3.0,622,334
Philadelphia,Restaurants,0.009615384615384616,4.0,3.5,622,113
Philadelphia,Restaurants,0.01981981981981982,4.0,4.5,622,510
Philadelphia,Restaurants,0.014192139737991267,4.0,3.5,622,307
Philadelphia,Restaurants,0.011288805268109126,4.0,3.5,622,453
Philadelphia,Restaurants,0.005382131324004306,4.0,3.0,622,312
Philadelphia,Restaurants,0.007062146892655367,4.0,5.0,622,91
Philadelphia,Restaurants,0.006925207756232687,4.0,3.5,622,105
Philadelphia,Restaurants,0.010416666666666666,4.0,4.0,622,154
Philadelphia,Restaurants,0.008187134502923977,4.0,4.0,622,240
Philadelphia,Restaurants,0.04046242774566474,4.0,4.0,622,818
Philadelphia,Restaurants,0.0075282308657465494,4.0,4.0,622,181
Philadelphia,Restaurants,0.012987012987012988,4.0,4.0,622,314
Philadelphia,Restaurants,0.007541478129713424,4.0,4.5,622,46
Philadelphia,Restaurants,0.028921998247151623,4.0,4.0,622,552
Philadelphia,Restaurants,0.013251783893985729,4.0,4.5,622,372
Philadelphia,Restaurants,0.01929824561403509,4.0,4.5,622,1121
Philadelphia,Restaurants,0.008484848484848486,4.0,4.0,622,210
Philadelphia,Restaurants,0.007714561234329798,4.0,4.5,622,423
Philadelphia,Restaurants,0.011419249592169658,4.0,4.0,622,618
Philadelphia,Restaurants,0.01452513966480447,4.0,4.0,622,286
Philadelphia,Restaurants,0.007972665148063782,4.0,4.0,622,263
Philadelphia,Restaurants,0.007352941176470588,4.0,3.5,622,63
Philadelphia,Restaurants,0.010301109350237718,4.0,3.5,622,653
Philadelphia,Restaurants,0.012805587892898719,4.0,4.5,622,248
Philadelphia,Restaurants,0.006648936170212766,4.0,4.5,622,135
Philadelphia,Restaurants,0.007246376811594203,4.0,4.0,622,73
Philadelphia,Restaurants,0.007102272727272727,4.0,3.5,622,87
Philadelphia,Restaurants,0.0059665871121718375,4.0,3.0,622,221
Philadelphia,Restaurants,0.008207934336525308,4.0,2.5,622,115
Philadelphia,Restaurants,0.017311021350259664,4.0,3.5,622,1141
Philadelphia,Restaurants,0.010214504596527068,4.0,3.5,622,367
Philadelphia,Restaurants,0.006105006105006105,4.0,4.5,622,202
Philadelphia,Restaurants,0.011454753722794959,4.0,4.0,622,261
Philadelphia,Restaurants,0.012285012285012284,4.0,4.0,622,614
Philadelphia,Restaurants,0.013071895424836602,4.0,3.5,622,618
Philadelphia,Restaurants,0.009009009009009009,4.0,4.5,622,50
Philadelphia,Restaurants,0.015129682997118156,4.0,3.5,622,787
Philadelphia,Restaurants,0.010436432637571158,4.0,3.5,622,443
Philadelphia,Restaurants,0.008368200836820083,4.0,4.0,622,101
Philadelphia,Restaurants,0.009589041095890411,4.0,4.0,622,115
Philadelphia,Restaurants,0.015817223198594025,4.0,3.5,622,1112
Philadelphia,Restaurants,0.015945330296127564,4.0,4.0,338,108
Philadelphia,Restaurants,0.010327022375215147,4.0,4.0,338,249
Philadelphia,Restaurants,0.010309278350515464,4.0,3.5,338,446
Philadelphia,Restaurants,0.009868421052631578,4.0,2.5,338,276
Philadelphia,Restaurants,0.01768172888015717,4.0,3.5,338,180
Philadelphia,Restaurants,0.01757469244288225,4.0,4.5,338,241
Philadelphia,Restaurants,0.009009009009009009,4.0,3.0,338,334
Philadelphia,Restaurants,0.010727056019070322,4.0,4.5,338,510
Philadelphia,Restaurants,0.016709511568123392,4.0,3.5,338,453
Philadelphia,Restaurants,0.015817223198594025,4.0,4.0,338,818
Philadelphia,Restaurants,0.012468827930174564,4.0,4.5,338,68
Philadelphia,Restaurants,0.0077279752704791345,4.0,4.0,338,314
Philadelphia,Restaurants,0.014823261117445839,4.0,4.0,338,552
Philadelphia,Restaurants,0.00995732574679943,4.0,4.5,338,372
Philadelphia,Restaurants,0.012491325468424705,4.0,4.5,338,1121
Philadelphia,Restaurants,0.012939001848428836,4.0,4.0,338,210
Philadelphia,Restaurants,0.01702127659574468,4.0,4.0,338,618
Philadelphia,Restaurants,0.009708737864077669,4.0,4.0,338,286
Philadelphia,Restaurants,0.008389261744966443,4.0,4.0,338,263
Philadelphia,Restaurants,0.011224489795918367,4.0,3.5,338,653
Philadelphia,Restaurants,0.010344827586206896,4.0,4.5,338,248
Philadelphia,Restaurants,0.01440329218106996,4.0,3.5,338,1141
Philadelphia,Restaurants,0.011235955056179775,4.0,4.5,338,202
Philadelphia,Restaurants,0.01011804384485666,4.0,4.0,338,261
Philadelphia,Restaurants,0.00847457627118644,4.0,4.0,338,614
Philadelphia,Restaurants,0.00631578947368421,4.0,3.5,338,618
Philadelphia,Restaurants,0.006261180679785331,4.0,3.5,338,787
Philadelphia,Restaurants,0.014285714285714285,4.0,3.5,338,443
Philadelphia,Restaurants,0.013277428371767994,4.0,3.5,338,1112
Philadelphia,Restaurants,0.03333333333333333,3.5,3.0,100,334
Philadelphia,Restaurants,0.008791208791208791,3.5,4.0,100,818
